order_id,sale_date,sku,product_name,category,customer_name,region,quantity,unit_price,revenue,cost,sales_rep
ORD-6005378,02/13/2023,SKU-004,Furniture Item SKU-004,FURNITURE,Allen-Allen,East,22,880.2,19364.4,8794.71,Shawn Harris
ORD-7134426,09-Jun-2023,SKU-020,Food & Beverage Item SKU-020,Food & Beverage,"Robinson, Jones and Welch",East,30,24.95,748.5,391.15,Thomas Miles
ORD-1104897,2023-01-02,SKU-006,Furniture Item SKU-006,FURNITURE,"Rodriguez, Figueroa and Sanchez",North,1,284.24,284.24,121.84,Gregory Vasquez
ORD-8031289,04/26/2023,SKU-026,Food & Beverage Item SKU-026,Food & Beverage,Johnston-Odonnell,South,5,18.03,90.15,55.04,Scott Hester
ORD-9425599,2023-02-12,SKU-018,Food & Beverage Item SKU-018,Food & Beverage,Hernandez Inc,North,50,5.89,294.5,151.38,Jamie Clark
ORD-1348817,2023-01-17,SKU-010,Food & Beverage Item SKU-010,Food & Beverage,,North,43,79.74,3428.82,2067.43,Mary Miller
ORD-3181928,2023-09-10,SKU-004,Furniture Item SKU-004,Furniture,Jones Inc,West,25,349.05,8726.25,5153.66,William Fleming
ORD-2755114,10/10/2023,SKU-025,Office Supplies Item SKU-025,Office Supplies,"Ramirez, Strickland and Washington",West,26,56.1,1458.6,643.5,Sheila Smith
ORD-5985298,11-Sep-2023,SKU-019,Electronics Item SKU-019,Electronics,"Ramirez, Strickland and Washington",South,31,694.61,21532.91,11526.09,Mark Romero
ORD-6167511,23/01/2023,SKU-031,Clothing Item SKU-031,Clothing,Smith PLC,Central,18,30.64,551.52,201.88,Gina Collins
ORD-2487812,21-Jan-2023,SKU-035,Clothing Item SKU-035,CLOTHING,Hancock and Sons,West,2,206.18,412.36,162.81,John Ramirez
ORD-8834214,2023-02-17,SKU-011,Office Supplies Item SKU-011,Office Supplies,Donovan-Harris,South,41,18.52,759.32,332.19,Angela Chavez
ORD-1275536,10/10/2023,SKU-037,Electronics Item SKU-037,Electronics,Hickman Ltd,North,22,382.97,8425.34,4702.71,Dawn Smith
ORD-2383944,06/08/2023,SKU-021,Furniture Item SKU-021,Furniture,Yu Inc,East,23,610.54,14042.42,7061.29,Matthew Macdonald
ORD-8110724,19-Apr-2023,SKU-002,Electronics Item SKU-002,electronics,"Hoffman, Baker and Richards",Central,50,979.24,48962.0,27034.82,Jennifer Houston
ORD-3578673,02/20/2023,SKU-011,Office Supplies Item SKU-011,Office Supplies,Williams PLC,North,36,75.58,,1321.77,Rebecca Smith
ORD-3071885,2023-07-11,SKU-014,Electronics Item SKU-014,Electronics,Christensen PLC,East,11,142.18,1563.98,886.97,Daniel Gay
ORD-5836541,07/11/2023,SKU-015,Furniture Item SKU-015,FURNITURE,"Rodriguez, Brennan and Garrison",South,11,107.51,1182.61,,Melissa Nguyen DVM
ORD-2436510,2023-08-12,SKU-012,Electronics Item SKU-012,Electronics,Walker LLC,West,35,512.66,17943.1,9685.32,Katie Gomez
ORD-2408652,2023-10-21,SKU-025,Office Supplies Item SKU-025,Office Supplies,King-Miller,West,48,34.67,1664.16,775.98,Lisa Kelley
ORD-7211496,15-Nov-2023,SKU-031,Clothing Item SKU-031,clothing,Salazar-Ball,South,28,79.33,2221.24,970.97,Carol Walters
ORD-2977453,28/01/2023,SKU-098,Office Supplies Item SKU-098,Office Supplies,"Adams, Zuniga and Wong",East,95,38.89,3694.55,3569.27,John Baker
ORD-5551796,06-Nov-2023,SKU-021,Furniture Item SKU-021,FURNITURE,Hernandez Ltd,South,25,97.43,2435.75,1094.12,Melvin Garcia
ORD-9687172,14/03/2023,SKU-007,Electronics Item SKU-007,Electronics,Gomez-Jenkins,East,33,1048.91,34614.03,17317.21,Jay Coleman
ORD-8883284,2023-10-06,SKU-099,Office Supplies Item SKU-099,Office Supplies,Christensen PLC,South,62,17.72,1098.64,1061.13,Julia Hernandez
ORD-6648084,2023-06-21,SKU-020,Food & Beverage Item SKU-020,FOOD & BEVERAGE,Vargas Ltd,North,17,57.67,980.39,659.52,Danielle Goodwin
ORD-7758714,02/24/2023,SKU-028,Electronics Item SKU-028,Electronics,Davis and Sons,Central,43,79.06,3399.58,1628.62,Diana Mayer
ORD-2194801,05/21/2023,SKU-018,Food & Beverage Item SKU-018,Food & Beverage,Harrell LLC,South,36,11.81,425.16,294.07,Cory Wilson
ORD-7186297,28/06/2023,SKU-006,Furniture Item SKU-006,Furniture,"Shields, Cochran and Adams",East,17,267.42,4546.14,2151.77,Brian Miranda
ORD-2934976,09/01/2023,SKU-098,Office Supplies Item SKU-098,Office Supplies,"Walter, Edwards and Rios",South,47,74.65,3508.55,3386.33,Jordan Williams
ORD-1102865,2023-03-29,SKU-028,Electronics Item SKU-028,ELECTRONICS,"Mcdaniel, Bentley and Mclaughlin",West,44,479.28,21088.32,9967.32,Gary Foster
ORD-8741709,19/11/2023,SKU-021,Furniture Item SKU-021,FURNITURE,"Simmons, Meadows and Griffin",East,36,141.88,5107.68,3004.08,Michaela Case
ORD-6310229,16-May-2023,SKU-017,Food & Beverage Item SKU-017,FOOD & BEVERAGE,"Williams, Johnson and Wright",West,24,10.12,242.88,138.69,James Armstrong
ORD-7553290,2023-05-25,SKU-099,Office Supplies Item SKU-099,Office Supplies,Abbott-Munoz,South,73,25.43,1856.39,1762.14,Ronald Clark
ORD-9147916,13/04/2023,SKU-098,Office Supplies Item SKU-098,OFFICE SUPPLIES,"Stanley, Tucker and Lee",North,63,47.12,2968.56,2832.9,Becky King
ORD-5225340,19/08/2023,SKU-002,Electronics Item SKU-002,Electronics,"Washington, Ryan and Cummings",South,38,355.35,13503.3,7746.13,Shane Short
ORD-7982468,19-Jan-2023,SKU-033,Furniture Item SKU-033,Furniture,Christensen PLC,West,30,120.32,3609.6,1960.99,Angel Garcia
ORD-3924425,02/10/2023,SKU-001,Electronics Item SKU-001,Electronics,"Reid, Ferguson and Sanchez",West,12,780.87,9370.44,5200.39,Jose Moses
ORD-5859342,03/23/2023,SKU-026,Food & Beverage Item SKU-026,Food & Beverage,"Arroyo, Miller and Tucker",Central,29,17.17,497.93,292.01,Michael Terry MD
ORD-1517435,16/07/2023,SKU-028,Electronics Item SKU-028,Electronics,Johnston-Odonnell,North,45,612.54,27564.3,14533.2,Brandon Thomas
ORD-3357151,2023-09-05,SKU-001,Electronics Item SKU-001,Electronics,"Snyder, Campos and Callahan",Central,49,981.46,48091.54,22430.94,Cory Ray
ORD-3785047,09/04/2023,SKU-030,Office Supplies Item SKU-030,Office Supplies,Smith-Frost,West,41,36.02,1476.82,713.42,Katie Odonnell
ORD-7118313,15-Jul-2023,SKU-006,Furniture Item SKU-006,Furniture,Perez Inc,East,21,700.56,14711.76,7966.45,Melissa Burns
ORD-7861222,03/21/2023,SKU-037,Electronics Item SKU-037,Electronics,"Miller, Hernandez and Reyes",Central,29,583.78,16929.62,8197.59,Michael Gibbs
ORD-6413204,18/12/2023,SKU-015,Furniture Item SKU-015,FURNITURE,Smith-Bowen,East,18,129.5,2331.0,,Kristin Sampson
ORD-2170363,28-Jul-2023,SKU-038,Office Supplies Item SKU-038,OFFICE SUPPLIES,"Adams, Christian and Rivas",West,44,52.71,2319.24,953.02,Angela Potts
ORD-8995112,14/11/2023,SKU-035,Clothing Item SKU-035,CLOTHING,Powell LLC,North,13,216.65,2816.45,1095.47,Chad Hurley
ORD-6170227,2023-03-22,SKU-030,Office Supplies Item SKU-030,Office Supplies,"Guzman, Hoffman and Baldwin",North,28,68.99,1931.72,676.36,Jennifer Velasquez
ORD-7782844,11-Nov-2023,SKU-034,Furniture Item SKU-034,Furniture,,South,39,860.64,33564.96,15918.2,Ryan Hardy
ORD-1918727,2023-10-12,SKU-001,Electronics Item SKU-001,Electronics,Nolan-Flynn,South,18,239.32,4307.76,2174.3,Marc Thompson
ORD-2673965,11/04/2023,SKU-007,Electronics Item SKU-007,Electronics,Harris-Walters,Central,22,287.31,6320.82,3346.46,Rebecca Moore
ORD-1047572,21/12/2023,SKU-017,Food & Beverage Item SKU-017,Food & Beverage,"Ferrell, Jones and Lewis",Central,22,33.61,739.42,381.59,William Huerta
ORD-2471699,2023-08-23,SKU-037,Electronics Item SKU-037,Electronics,"Robinson, Jones and Welch",Central,18,850.66,15311.88,9710.02,Anthony Davis
ORD-6869794,12/09/2023,SKU-016,Furniture Item SKU-016,Furniture,Dickson-Brady,East,38,335.76,12758.88,5893.14,Jennifer Gibson
ORD-3035162,28/01/2023,SKU-005,Furniture Item SKU-005,Furniture,Hooper PLC,North,22,271.26,5967.72,3135.08,Patrick Adams
ORD-5703772,06/29/2023,SKU-029,Furniture Item SKU-029,Furniture,"Miller, Hernandez and Reyes",North,11,712.51,7837.61,3555.39,Shelby Mcdonald
ORD-5451189,16-Mar-2023,SKU-037,Electronics Item SKU-037,Electronics,"Smith, Gilmore and Johnston",South,3,1145.77,3437.31,,Katherine Cochran
ORD-7933921,06-Dec-2023,SKU-009,Electronics Item SKU-009,electronics,"Higgins, Strickland and Martin",South,20,272.92,5458.4,3382.33,Mary Boyd
ORD-5550332,10/21/2023,SKU-022,Food & Beverage Item SKU-022,Food & Beverage,Howell and Sons,West,23,55.58,1278.34,664.97,Cindy Larson
ORD-6020671,22/10/2023,SKU-017,Food & Beverage Item SKU-017,Food & Beverage,Gibson Ltd,North,27,66.26,1789.02,1220.46,Raymond Mullins
ORD-9158666,13-Aug-2023,SKU-012,Electronics Item SKU-012,Electronics,"Baker, Mason and White",North,35,216.79,7587.65,4527.8,Henry Moore
ORD-6599609,2023-10-21,SKU-006,Furniture Item SKU-006,Furniture,"Romero, Gonzalez and Brooks",South,24,175.47,4211.28,2490.24,Sheena Henderson
ORD-9969806,05/19/2023,SKU-009,Electronics Item SKU-009,Electronics,"Lawson, Morris and Ramos",North,40,1115.94,,,Christine Wallace
ORD-4527678,24/05/2023,SKU-019,Electronics Item SKU-019,ELECTRONICS,"Patterson, Smith and Jones",West,26,794.88,20666.88,10401.55,Sherry Barker
ORD-8367772,10/03/2023,SKU-037,Electronics Item SKU-037,electronics,Wilkerson-Day,North,23,295.13,6787.99,3414.63,Michael Lyons
ORD-1148668,29-Oct-2023,SKU-018,Food & Beverage Item SKU-018,Food & Beverage,"Harvey, Davis and Crane",East,21,35.49,745.29,426.86,Rachel Gibson
ORD-4785464,11/18/2023,SKU-019,Electronics Item SKU-019,Electronics,Marshall-Petersen,Central,29,1132.79,32850.91,15595.46,Marie Mcdonald
ORD-7456703,14/09/2023,SKU-032,Clothing Item SKU-032,Clothing,"Miller, Hernandez and Reyes",East,4,235.35,941.4,436.62,Gary Watson
ORD-2990747,24/07/2023,SKU-038,Office Supplies Item SKU-038,OFFICE SUPPLIES,Dickson-Brady,East,34,131.07,4456.38,1969.93,Robin Patterson
ORD-2545911,07/23/2023,SKU-016,Furniture Item SKU-016,Furniture,"Ramirez, Strickland and Washington",North,31,118.45,3671.95,1830.02,Phyllis Schmidt
ORD-9393926,22-Oct-2023,SKU-012,Electronics Item SKU-012,electronics,"Ferrell, Jones and Lewis",West,29,1099.64,31889.56,17001.69,Anthony Berry
ORD-5904531,13/12/2023,SKU-033,Furniture Item SKU-033,FURNITURE,"Hernandez, Thompson and Boyd",East,25,570.19,14254.75,8058.07,Dawn Perez
ORD-1823786,07/12/2023,SKU-013,Electronics Item SKU-013,electronics,"Evans, Stewart and Walton",West,22,86.68,1906.96,1091.87,Rhonda Patton
ORD-7865710,2023-09-16,SKU-032,Clothing Item SKU-032,CLOTHING,Abbott-Munoz,North,5,125.27,626.35,284.48,Julie Hawkins
ORD-5736848,04/08/2023,SKU-006,Furniture Item SKU-006,FURNITURE,Ramirez Group,Central,17,195.79,3328.43,1600.73,Michael Duncan
ORD-6556323,20-Feb-2023,SKU-038,Office Supplies Item SKU-038,Office Supplies,Chandler-Edwards,North,30,47.38,1421.4,667.71,Kayla Schaefer
ORD-1433940,04/15/2023,SKU-098,Office Supplies Item SKU-098,Office Supplies,"Robinson, Jones and Welch",East,97,57.58,5585.26,5386.57,Vernon Huff
ORD-4655555,2023-01-02,SKU-017,Food & Beverage Item SKU-017,Food & Beverage,"Nelson, Morton and Medina",East,8,64.35,514.8,302.22,Jessica Gordon
ORD-9131572,02/11/2023,SKU-035,Clothing Item SKU-035,Clothing,Spence PLC,Central,37,122.29,4524.73,2035.14,Keith Morris
ORD-9945500,12/03/2023,SKU-031,Clothing Item SKU-031,Clothing,Williams PLC,South,6,201.33,1207.98,435.69,Nancy Kelley
ORD-5179788,31/12/2023,SKU-007,Electronics Item SKU-007,Electronics,Gray-Mayo,West,25,560.75,14018.75,6730.08,Luke Reynolds
ORD-6296223,26-Aug-2023,SKU-099,Office Supplies Item SKU-099,Office Supplies,Vargas Ltd,Central,62,67.69,4196.78,4088.31,Laura Martin
ORD-3047722,15-Oct-2023,SKU-037,Electronics Item SKU-037,Electronics,Gray-Mayo,West,48,1182.69,56769.12,,Cynthia Ramos
ORD-6350660,11/15/2023,SKU-024,Furniture Item SKU-024,FURNITURE,Dickson-Brady,South,30,231.79,6953.7,2932.3,Cynthia Craig
ORD-8720628,2023-04-16,SKU-009,Electronics Item SKU-009,Electronics,Perez Inc,East,12,1093.15,13117.8,6342.51,Alejandro Miller
ORD-5393806,2023-10-24,SKU-029,Furniture Item SKU-029,FURNITURE,"Edwards, Baker and Anderson",North,45,857.39,38582.55,20824.88,Dale Fletcher
ORD-3162462,12/02/2023,SKU-016,Furniture Item SKU-016,furniture,Smith PLC,East,17,465.88,7919.96,4557.53,Casey May
ORD-1944260,07/11/2023,SKU-027,Clothing Item SKU-027,Clothing,Green-Wright,North,17,106.34,1807.78,785.6,Michael Guzman
ORD-7683567,2023-02-20,SKU-003,Clothing Item SKU-003,Clothing,Patton-Jenkins,North,7,88.89,622.23,282.93,John Kennedy
ORD-6847755,15-Sep-2023,SKU-018,Food & Beverage Item SKU-018,Food & Beverage,White-Estes,South,21,15.55,326.55,199.85,Marissa Owens
ORD-4270874,13/02/2023,SKU-020,Food & Beverage Item SKU-020,Food & Beverage,"Snyder, Campos and Callahan",East,16,39.6,633.6,413.02,Michael Saunders
ORD-8064499,09-Jul-2023,SKU-020,Food & Beverage Item SKU-020,Food & Beverage,Russell-Daniels,North,23,37.1,853.3,,Ronald Brown
ORD-5512234,10/02/2023,SKU-032,Clothing Item SKU-032,Clothing,Ramirez Group,North,15,61.52,922.8,339.38,Raymond Scott
ORD-7647888,25/08/2023,SKU-011,Office Supplies Item SKU-011,Office Supplies,Riggs PLC,East,18,99.86,1797.48,715.87,Kimberly Johnson
ORD-4082605,06-May-2023,SKU-029,Furniture Item SKU-029,Furniture,"Lewis, Kennedy and Santana",South,46,401.03,18447.38,9721.09,Rhonda Livingston
ORD-2840870,11/27/2023,SKU-034,Furniture Item SKU-034,Furniture,Harrell LLC,Central,49,689.97,33808.53,15870.15,Richard Schmidt
ORD-7541149,2023-12-11,SKU-003,Clothing Item SKU-003,Clothing,Donovan-Harris,West,25,231.44,5786.0,2831.15,Julia Walters
ORD-1499946,2023-02-18,SKU-099,Office Supplies Item SKU-099,Office Supplies,"Schmidt, Hansen and Stewart",North,84,69.98,5878.32,5682.88,Joseph Irwin
ORD-1276989,14/03/2023,SKU-011,Office Supplies Item SKU-011,Office Supplies,Mccarthy Inc,Central,46,131.42,6045.32,2140.35,James Price
ORD-1053903,01/30/2023,SKU-030,Office Supplies Item SKU-030,Office Supplies,"Mckee, Gardner and Davenport",West,25,28.51,712.75,293.27,Crystal Baxter
ORD-5487758,2023-05-10,SKU-027,Clothing Item SKU-027,Clothing,"Henderson, Ramirez and Lewis",West,23,99.27,2283.21,996.85,Sarah Russo
ORD-4551099,05/06/2023,SKU-037,Electronics Item SKU-037,Electronics,"Wright, Garcia and Deleon",South,33,831.7,27446.1,13279.3,Brittany Smith
ORD-7731559,10-Dec-2023,SKU-019,Electronics Item SKU-019,Electronics,"Ross, Robinson and Bright",South,47,868.92,40839.24,19725.89,Alfred Henry
ORD-6098837,28-Jul-2023,SKU-009,Electronics Item SKU-009,ELECTRONICS,"Jackson, Miller and Robertson",South,39,825.22,32183.58,18768.84,Patrick Walker DDS
ORD-9718383,02/07/2023,SKU-031,Clothing Item SKU-031,Clothing,Medina-Navarro,South,48,248.15,11911.2,4853.27,Larry Higgins
ORD-5888482,2023-10-31,SKU-006,Furniture Item SKU-006,Furniture,"Smith, Montoya and Evans",East,15,426.76,6401.4,2918.16,Thomas Clark
ORD-1939470,2023-01-20,SKU-030,Office Supplies Item SKU-030,Office Supplies,Carlson-Cruz,East,38,7.85,298.3,143.49,Clinton Reese
ORD-7845443,10-Mar-2023,SKU-030,Office Supplies Item SKU-030,office supplies,"Wright, Garcia and Deleon",East,21,43.58,915.18,451.06,Regina Hensley
ORD-3940160,2023-10-20,SKU-008,Food & Beverage Item SKU-008,Food & Beverage,Gonzalez Group,East,21,74.2,1558.2,909.35,Sarah Sloan
ORD-7828262,31-May-2023,SKU-012,Electronics Item SKU-012,Electronics,Gomez-Jenkins,Central,41,689.93,28287.13,15052.26,Megan Allison
ORD-4601983,2023-12-18,SKU-011,Office Supplies Item SKU-011,Office Supplies,"Woods, Calhoun and Schmidt",East,3,96.82,290.46,122.52,Michael Payne
ORD-6369404,2023-07-17,SKU-002,Electronics Item SKU-002,Electronics,Walker-Jones,South,48,702.5,33720.0,16336.27,Steven Scott
ORD-8183194,17-May-2023,SKU-035,Clothing Item SKU-035,Clothing,Lee-Davis,South,49,164.87,8078.63,2984.18,Tyler Shields
ORD-4713050,17-Mar-2023,SKU-013,Electronics Item SKU-013,Electronics,"Mcclure, Ward and Lee",West,26,1110.2,28865.2,15446.86,Timothy Hall
ORD-4554677,10/03/2023,SKU-098,Office Supplies Item SKU-098,Office Supplies,Gonzalez Group,East,90,24.93,,2113.52,Joseph Green
ORD-6394323,29/06/2023,SKU-038,Office Supplies Item SKU-038,Office Supplies,Hooper PLC,South,43,49.98,2149.14,1034.19,Kathryn Rosario
ORD-1717135,04/30/2023,SKU-023,Office Supplies Item SKU-023,Office Supplies,May-Ross,South,29,86.98,2522.42,986.8,Jennifer Garcia
ORD-9799214,01-Oct-2023,SKU-026,Food & Beverage Item SKU-026,Food & Beverage,"Robinson, Jones and Welch",Central,7,56.44,395.08,,Alexandra Lopez
ORD-6697301,10/02/2023,SKU-008,Food & Beverage Item SKU-008,Food & Beverage,Chapman and Sons,South,-25,11.5,287.5,186.62,Danielle Robinson
ORD-7309611,2023-11-18,SKU-011,Office Supplies Item SKU-011,Office Supplies,"Mcclain, Miller and Henderson",West,31,62.69,1943.39,750.28,Nicholas Hudson
ORD-5544163,2023-07-14,SKU-031,Clothing Item SKU-031,Clothing,"Martin, Rose and Obrien",West,14,147.91,2070.74,973.36,Tiffany Anderson
ORD-4946323,12/11/2023,SKU-024,Furniture Item SKU-024,Furniture,"Brown, Valdez and Lucas",East,26,642.25,16698.5,6957.28,Lee Roberts
ORD-1016411,2023-02-23,SKU-098,Office Supplies Item SKU-098,Office Supplies,"Ferrell, Rice and Maddox",West,43,53.26,2290.18,2197.88,Samuel Hamilton
ORD-7436550,06/11/2023,SKU-035,Clothing Item SKU-035,Clothing,"Higgins, Strickland and Martin",West,35,53.13,1859.55,844.58,Mrs. Robin Hart
ORD-2395156,11/06/2023,SKU-007,Electronics Item SKU-007,Electronics,Ross LLC,West,39,561.12,21883.68,10008.76,Yvette Orozco
ORD-8267136,2023-11-11,SKU-028,Electronics Item SKU-028,electronics,Perez Inc,East,21,172.17,3615.57,1709.46,Debra Sparks
ORD-6075294,18-Mar-2023,SKU-013,Electronics Item SKU-013,Electronics,Perez Inc,North,30,1154.03,34620.9,21268.86,Karen Williams
ORD-9033348,21-Oct-2023,SKU-001,Electronics Item SKU-001,Electronics,Johnson-Doyle,South,18,440.72,7932.96,4027.22,Bryan York
ORD-7357817,07/24/2023,SKU-098,Office Supplies Item SKU-098,OFFICE SUPPLIES,Allen-Allen,West,46,16.67,766.82,755.08,Anne Cobb
ORD-8940739,22-Jul-2023,SKU-016,Furniture Item SKU-016,Furniture,"Hoffman, Baker and Richards",Central,29,224.36,6506.44,3854.51,Bobby Moore
ORD-5160391,19-Jul-2023,SKU-021,Furniture Item SKU-021,furniture,Frazier Inc,East,17,894.56,15207.52,6741.4,Thomas Vargas
ORD-1363209,03-Jul-2023,SKU-038,Office Supplies Item SKU-038,Office Supplies,Novak PLC,South,26,135.76,3529.76,1281.98,Daniel Taylor
ORD-2044695,10/08/2023,SKU-025,Office Supplies Item SKU-025,Office Supplies,Arnold Ltd,West,28,13.98,391.44,192.14,Jacob Rogers
ORD-6399642,2023-08-12,SKU-038,Office Supplies Item SKU-038,Office Supplies,Scott Ltd,North,30,26.02,780.6,418.07,Janice Petty
ORD-3109024,2023-05-09,SKU-036,Electronics Item SKU-036,Electronics,Williams and Sons,West,43,699.24,,14396.37,Marissa Acosta
ORD-1608334,19/11/2023,SKU-032,Clothing Item SKU-032,CLOTHING,"Arroyo, Miller and Tucker",North,30,215.83,,2939.04,Shannon Smith
ORD-7988844,15-Sep-2023,SKU-099,Office Supplies Item SKU-099,OFFICE SUPPLIES,"Lewis, Kennedy and Santana",North,82,53.87,4417.34,4186.36,Michael Mills
ORD-7789891,2023-11-24,SKU-027,Clothing Item SKU-027,Clothing,Johnson-Carlson,South,47,28.23,1326.81,547.81,Kevin Solis
ORD-7651859,04-Feb-2023,SKU-030,Office Supplies Item SKU-030,Office Supplies,Brown-Wall,North,32,133.9,4284.8,2201.65,Brandon Patel
ORD-2060503,2023-04-06,SKU-024,Furniture Item SKU-024,Furniture,Garcia-James,North,34,238.4,8105.6,3787.81,Dawn Simmons
ORD-3961713,01-Jun-2023,SKU-006,Furniture Item SKU-006,Furniture,Spence PLC,North,10,744.62,7446.2,4364.14,John Campbell
ORD-5812771,2023-03-04,SKU-013,Electronics Item SKU-013,Electronics,"Mccall, Hanson and Alvarado",North,11,453.85,4992.35,3038.09,Carrie Coffey
ORD-7765901,03/02/2023,SKU-029,Furniture Item SKU-029,furniture,Moore-Bass,South,23,656.31,15095.13,7718.2,Michelle Wood
ORD-3868768,16-Jul-2023,SKU-027,Clothing Item SKU-027,Clothing,"Stanley, Tucker and Lee",South,22,59.03,1298.66,605.74,Linda Henderson
ORD-9569884,15-Aug-2023,SKU-008,Food & Beverage Item SKU-008,Food & Beverage,"Lewis, Kennedy and Santana",South,26,32.91,855.66,583.52,Nathaniel Cooper
ORD-1777932,09/17/2023,SKU-016,Furniture Item SKU-016,Furniture,Blake and Sons,North,29,736.5,21358.5,11450.93,Adam Moore
ORD-2641024,18-Sep-2023,SKU-025,Office Supplies Item SKU-025,Office Supplies,Hill Inc,South,12,136.75,1641.0,731.75,James Reilly
ORD-7007972,04/06/2023,SKU-011,Office Supplies Item SKU-011,Office Supplies,"Sanchez, Wheeler and Harvey",North,8,6.49,51.92,24.15,Brian Murray
ORD-3247055,25-May-2023,SKU-016,Furniture Item SKU-016,Furniture,Riggs PLC,East,23,392.14,9019.22,4570.31,Monica Gallagher
ORD-6730611,14/12/2023,SKU-033,Furniture Item SKU-033,FURNITURE,Spencer-Lee,Central,8,303.85,2430.8,1198.57,Jeanette Johnson
ORD-9023840,04/05/2023,SKU-011,Office Supplies Item SKU-011,Office Supplies,Spence PLC,South,3,40.16,120.48,45.42,Matthew Berry
ORD-4455171,13/05/2023,SKU-006,Furniture Item SKU-006,Furniture,Johnson-Carlson,North,19,183.13,3479.47,1426.37,Allison Clay
ORD-9432009,22/12/2023,SKU-033,Furniture Item SKU-033,Furniture,Gonzalez Group,West,48,528.79,25381.92,13406.43,Alyssa Hernandez
ORD-5102144,21-Oct-2023,SKU-023,Office Supplies Item SKU-023,Office Supplies,"Burke, Martinez and Riggs",West,6,78.8,472.8,244.66,Louis Crawford
ORD-9445981,01/01/2023,SKU-029,Furniture Item SKU-029,Furniture,Smith PLC,East,28,293.61,8221.08,4666.17,Robert Moore Jr.
ORD-7707820,07-Oct-2023,SKU-004,Furniture Item SKU-004,Furniture,Burton Ltd,Central,32,840.64,26900.48,12523.64,Julie Simpson
ORD-3799805,09/01/2023,SKU-025,Office Supplies Item SKU-025,OFFICE SUPPLIES,Frazier Inc,North,33,34.34,1133.22,591.45,David Garcia
ORD-7692721,20-Aug-2023,SKU-028,Electronics Item SKU-028,Electronics,Gray Group,West,10,1072.76,10727.6,,Samuel Martin
ORD-5365912,23-Aug-2023,SKU-001,Electronics Item SKU-001,Electronics,Christensen PLC,North,3,551.19,1653.57,768.3,Tammy Yates
ORD-6588030,01/05/2023,SKU-007,Electronics Item SKU-007,ELECTRONICS,Brown-Wall,North,5,640.06,3200.3,1936.89,Stephen Valenzuela
ORD-9787484,2023-02-27,SKU-014,Electronics Item SKU-014,Electronics,"Garcia, Humphrey and Baker",North,27,1147.93,30994.11,18350.11,Joseph Lamb
ORD-3326909,26/07/2023,SKU-036,Electronics Item SKU-036,Electronics,"Rivera, Johnson and Wiley",West,7,306.38,2144.66,968.11,Lauren Drake
ORD-8496508,07-May-2023,SKU-098,Office Supplies Item SKU-098,Office Supplies,Wright and Sons,South,87,20.15,1753.05,1691.09,Sarah Aguilar
ORD-5064165,28-Oct-2023,SKU-035,Clothing Item SKU-035,Clothing,"Ferrell, Jones and Lewis",North,20,94.61,1892.2,852.65,Madison Bowen
ORD-5995627,2023-11-26,SKU-016,Furniture Item SKU-016,Furniture,"Dyer, Potter and Mack",North,50,357.76,17888.0,10445.42,Angela Wright
ORD-6599985,2023-07-18,SKU-035,Clothing Item SKU-035,Clothing,Morales-Jones,East,19,19.59,372.21,137.04,Caleb Ray
ORD-7765068,2023-11-25,SKU-001,Electronics Item SKU-001,ELECTRONICS,"Jackson, Miller and Robertson",North,39,407.87,15906.93,10173.82,Matthew Miller
ORD-3551903,23/12/2023,SKU-027,Clothing Item SKU-027,Clothing,Walsh LLC,Central,37,19.59,724.83,345.11,Andrew Shaw MD
ORD-7444974,08/08/2023,SKU-009,Electronics Item SKU-009,ELECTRONICS,"Evans, Stewart and Walton",Central,50,528.5,26425.0,16941.31,Jeanette Lawson
ORD-3989152,02/08/2023,SKU-036,Electronics Item SKU-036,Electronics,"Higgins, Strickland and Martin",West,48,774.73,37187.04,23892.3,Lindsey Bennett
ORD-2966621,2023-12-10,SKU-032,Clothing Item SKU-032,clothing,Ramirez Group,West,34,81.07,2756.38,1000.8,Roger Garcia
ORD-3855213,05/03/2023,SKU-029,Furniture Item SKU-029,Furniture,,North,9,564.99,5084.91,2644.61,Kevin Wilson
ORD-1347553,10/21/2023,SKU-016,Furniture Item SKU-016,Furniture,"Bentley, Byrd and Orr",East,36,280.48,10097.28,5550.79,Mr. Ryan Obrien MD
ORD-3893896,10-Nov-2023,SKU-032,Clothing Item SKU-032,CLOTHING,Reid-Poole,South,6,130.79,784.74,269.58,Tony Miller
ORD-1011337,02/03/2023,SKU-009,Electronics Item SKU-009,ELECTRONICS,Dudley Group,North,31,215.64,6684.84,4135.73,Kevin Allen
ORD-6804775,06/27/2023,SKU-012,Electronics Item SKU-012,electronics,Stein-Silva,East,26,699.13,18177.38,9222.71,Cindy Castro
ORD-2123634,2023-12-02,SKU-001,Electronics Item SKU-001,ELECTRONICS,"Flowers, Martin and Kelly",Central,39,588.78,22962.42,13880.84,Jennifer Gonzales
ORD-7840467,17-Nov-2023,SKU-009,Electronics Item SKU-009,ELECTRONICS,Gomez-Jenkins,Central,37,987.46,36536.02,19091.08,Joseph Huynh
ORD-3627758,2023-03-21,SKU-016,Furniture Item SKU-016,Furniture,"Washington, Ryan and Cummings",East,4,626.18,2504.72,1159.76,Karen Nunez
ORD-2416999,2023-05-15,SKU-026,Food & Beverage Item SKU-026,Food & Beverage,Cortez LLC,North,33,15.97,527.01,320.32,James Simmons
